### Top 5 hits for each virus with each method used
### Score 1 / Score 2 columns correpond respectively to:
### For blast hits => Total number of matches in hsps / Average percentage of identity across the full alignment
### For crispr hits => Number of mismatches / Length of CRISPR spacer
### For WIsH => Log-likelihood / P-value
### For VirHostMatcher => s2 similarity/ NA
### For PHP => PHP score/ NA
### For RaFAH => Confidence score / estimated FDR
### For iPHoP-RF => Confidence score / estimated FDR
Virus,Method,Host,Host taxonomy,Metric 1,Score 1,Metric 2,Score 2,Rank,Host representative
contig_31738,php,GCF_000013145.1,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__Anaplasmataceae;g__Ehrlichia;s__Ehrlichia chaffeensis,Score,1396.074,NA,NA,4,RS_GCF_000013145.1
contig_31738,php,GCF_003944835.1,d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__HMF5848;g__HMF5848;s__HMF5848 sp003944835,Score,1395.525,NA,NA,5,RS_GCF_003944835.1
contig_31738,rafah,Pseudomonas,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas,Confidence_score,0.224,FDR,0.735,1,NA
contig_31738,rafah,Pseudomonas,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,Confidence_score,0.224,FDR,0.735,1,NA
contig_31738,rafah,Haemophilus,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus,Confidence_score,0.142,FDR,0.863,2,NA
contig_31738,rafah,Haemophilus,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D,Confidence_score,0.142,FDR,0.863,2,NA
contig_31738,rafah,Bacteroides,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,Confidence_score,0.119,FDR,0.889,3,NA
contig_31738,vhm,3300027784_32,d__Bacteria;p__Bacillota;c__Dethiobacteria;o__DTU022;f__UBA8154;g__;s__,S2star_similarity,0.310,NA,NA,1,3300027784_32
contig_31738,vhm,GCA_003558195.1,d__Bacteria;p__Bacillota;c__Dethiobacteria;o__DTU022;f__DTU022;g__B1SED10-74M;s__B1SED10-74M sp003558195,S2star_similarity,0.300,NA,NA,2,GB_GCA_003558195.1
contig_31738,vhm,GCA_036639955.1,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__JAVWHP01;s__JAVWHP01 sp036639955,S2star_similarity,0.299,NA,NA,3,GB_GCA_036639955.1
contig_31738,vhm,GCA_003550645.1,d__Bacteria;p__Bacillota;c__Dethiobacteria;o__DTU022;f__DTU022;g__B1SED10-74M;s__B1SED10-74M sp003550645,S2star_similarity,0.295,NA,NA,4,GB_GCA_003550645.1
contig_31738,vhm,GCA_035489435.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__DATHKG01;s__DATHKG01 sp035489435,S2star_similarity,0.294,NA,NA,5,GB_GCA_035489435.1
contig_31738,wish,GCA_008125075.1,d__Bacteria;p__Bacillota;c__Clostridia;o__Acetivibrionales;f__Acetivibrionaceae;g__Herbivorax;s__Herbivorax alkalicellulosi,Log-likelihood,-1.338,p-value,0.0668073042003188,1,GB_GCA_008125075.1
contig_31738,wish,GCF_018141425.1,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Vallitaleaceae;g__Vallitalea;s__Vallitalea guaymasensis,Log-likelihood,-1.338,p-value,0.0718710182106097,2,RS_GCF_018141425.1
contig_31738,wish,GCF_036985595.1,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Vallitaleaceae;g__Vallitalea;s__Vallitalea sp036985595,Log-likelihood,-1.339,p-value,0.07648531498651,3,RS_GCF_036985595.1
contig_31738,wish,GCA_037968395.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__JADKBO01;s__JADKBO01 sp037968395,Log-likelihood,-1.339,p-value,0.0841224509271995,4,GB_GCA_037968395.1
contig_31738,wish,GCF_025211055.1,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Vallitaleaceae;g__Vallitalea;s__Vallitalea sp025211055,Log-likelihood,-1.340,p-value,0.0697664587708565,5,RS_GCF_025211055.1
contig_31771,crispr,GCA_003696705.1,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__RFGD01;s__RFGD01 sp003696705,N_mismatches,4.000,Spacer_length,36.0,1,GB_GCA_003696705.1
contig_31771,crispr,3300031146_5,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__RSA9;g__;s__,N_mismatches,4.000,Spacer_length,32.0,1,3300031173_7
contig_31771,iPHoP-RF,GB_GCA_000063505.1,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp000063505,Confidence_score,0.932,FDR,0.14,1,GB_GCA_000063505.1
contig_31771,iPHoP-RF,RS_GCF_014279875.1,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp002172935,Confidence_score,0.928,FDR,0.146,2,RS_GCF_014279875.1
contig_31771,iPHoP-RF,GB_GCA_018623675.1,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp018623675,Confidence_score,0.918,FDR,0.161,3,GB_GCA_018623675.1
contig_31771,iPHoP-RF,RS_GCF_014279795.1,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp014279795,Confidence_score,0.918,FDR,0.161,3,RS_GCF_014279795.1
contig_31771,iPHoP-RF,RS_GCF_014279815.1,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp014279815,Confidence_score,0.918,FDR,0.161,3,RS_GCF_014279815.1
contig_31771,php,GCA_035286005.1,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp035286005,Score,1415.013,NA,NA,1,GB_GCA_035286005.1
contig_31771,php,GCF_000153825.1,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp000153825,Score,1414.299,NA,NA,2,RS_GCF_000153825.1
contig_31771,php,GCA_018623675.1,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp018623675,Score,1413.359,NA,NA,3,GB_GCA_018623675.1
contig_31771,php,GCA_964225855.1,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp964225855,Score,1412.903,NA,NA,4,GB_GCA_964225855.1
contig_31771,php,GCA_041181185.1,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Cyanobium;s__Cyanobium sp041181185,Score,1412.753,NA,NA,5,GB_GCA_041181185.1
contig_31771,rafah,Pseudomonas,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas,Confidence_score,0.151,FDR,0.852,1,NA
contig_31771,rafah,Pseudomonas,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,Confidence_score,0.151,FDR,0.852,1,NA
contig_31771,rafah,Bacteroides,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,Confidence_score,0.106,FDR,0.904,2,NA
contig_31771,rafah,Escherichia,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia,Confidence_score,0.099,FDR,0.911,3,NA
contig_31771,rafah,Haemophilus,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus,Confidence_score,0.089,FDR,0.921,4,NA
contig_31771,rafah,Haemophilus,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D,Confidence_score,0.089,FDR,0.921,4,NA
contig_31771,vhm,GCA_018853935.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Acidithiobacillales;f__Acidithiobacillaceae;g__Acidithiobacillus;s__Acidithiobacillus ferrivorans,S2star_similarity,0.416,NA,NA,1,GB_GCA_018853935.1
contig_31771,vhm,GCA_022826535.1,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_B;s__Synechococcus_B sp022826535,S2star_similarity,0.416,NA,NA,2,GB_GCA_022826535.1
contig_31771,vhm,GCA_021827445.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Acidithiobacillales;f__Acidithiobacillaceae;g__Acidithiobacillus;s__Acidithiobacillus sp021827445,S2star_similarity,0.414,NA,NA,3,GB_GCA_021827445.1
contig_31771,vhm,GCA_963575685.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__CAIRSR01;f__CAIRSR01;g__CAUYTW01;s__CAUYTW01 sp963575685,S2star_similarity,0.410,NA,NA,4,GB_GCA_963575685.1
contig_31771,vhm,GCF_027322205.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Acidithiobacillales;f__Acidithiobacillaceae;g__Acidithiobacillus;s__Acidithiobacillus sp027322205,S2star_similarity,0.409,NA,NA,5,RS_GCF_027322205.1
contig_31771,wish,3300034416_1,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Limisphaerales;f__UBA8199;g__;s__,Log-likelihood,-1.362,p-value,0.1393612873320758,1,3300034416_1
contig_31771,wish,GCF_900473935.1,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp002171995,Log-likelihood,-1.362,p-value,0.0374339107061743,2,RS_GCF_900473935.1
contig_31771,wish,GCA_041287975.1,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Verrucomicrobium;s__Verrucomicrobium sp041287975,Log-likelihood,-1.363,p-value,0.1011717156062946,3,GB_GCA_041287975.1
contig_31771,wish,GCF_000739635.1,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Verrucomicrobium;s__Verrucomicrobium sp000739635,Log-likelihood,-1.363,p-value,0.1112194712940521,4,RS_GCF_000739635.1
contig_31771,wish,GCA_001007665.1,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_B;s__Synechococcus_B spongiarum_B,Log-likelihood,-1.363,p-value,0.0149544687796361,5,GB_GCA_001007665.1
contig_3187,crispr,GCF_000263715.2,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E synxantha_A,N_mismatches,2.000,Spacer_length,28.0,1,RS_GCF_000263715.2
contig_3187,iPHoP-RF,GB_GCA_022821965.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp022821965,Confidence_score,0.994,FDR,0.039,1,GB_GCA_022821965.1
contig_3187,iPHoP-RF,GB_GCA_951813545.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp951813545,Confidence_score,0.986,FDR,0.053,2,GB_GCA_951813545.1
contig_3187,iPHoP-RF,GB_GCA_951828515.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp951828515,Confidence_score,0.964,FDR,0.089,3,GB_GCA_951828515.1
contig_3187,iPHoP-RF,GB_GCA_963664215.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp963664215,Confidence_score,0.960,FDR,0.095,4,GB_GCA_963664215.1
contig_3187,iPHoP-RF,GB_GCA_026702755.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp026702755,Confidence_score,0.950,FDR,0.111,5,GB_GCA_026702755.1
contig_3187,php,GCA_009841255.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp009841255,Score,1434.539,NA,NA,1,GB_GCA_009841255.1
contig_3187,php,GCA_963664215.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp963664215,Score,1434.462,NA,NA,2,GB_GCA_963664215.1
contig_3187,php,GCA_026702755.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp026702755,Score,1434.387,NA,NA,3,GB_GCA_026702755.1
contig_3187,php,GCA_022827185.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp022827185,Score,1433.868,NA,NA,4,GB_GCA_022827185.1
contig_3187,php,GCA_963666305.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp026713385,Score,1433.719,NA,NA,5,GB_GCA_963666305.1
contig_3187,rafah,Escherichia,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia,Confidence_score,0.068,FDR,0.943,1,NA
contig_3187,rafah,Salmonella,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella,Confidence_score,0.065,FDR,0.946,2,NA
contig_3187,rafah,Pseudomonas,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas,Confidence_score,0.064,FDR,0.947,3,NA
contig_3187,rafah,Pseudomonas,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,Confidence_score,0.064,FDR,0.947,3,NA
contig_3187,rafah,Enterobacter,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter,Confidence_score,0.059,FDR,0.952,4,NA
contig_3187,vhm,GCA_009839745.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp009839745,S2star_similarity,0.523,NA,NA,1,GB_GCA_009839745.1
contig_3187,vhm,GCA_022821725.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp022821725,S2star_similarity,0.522,NA,NA,2,GB_GCA_022821725.1
contig_3187,vhm,GCA_026702755.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp026702755,S2star_similarity,0.520,NA,NA,3,GB_GCA_026702755.1
contig_3187,vhm,GCA_009841255.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp009841255,S2star_similarity,0.520,NA,NA,4,GB_GCA_009841255.1
contig_3187,vhm,GCA_022827885.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp022827885,S2star_similarity,0.520,NA,NA,4,GB_GCA_022827885.1
contig_3187,wish,GCA_021295715.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp021295715,Log-likelihood,-1.378,p-value,0.0187269136464537,1,GB_GCA_021295715.1
contig_3187,wish,GCA_963662915.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp963662915,Log-likelihood,-1.378,p-value,0.0452649783641278,2,GB_GCA_963662915.1
contig_3187,wish,GCA_009841255.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp009841255,Log-likelihood,-1.378,p-value,0.0228460321746236,3,GB_GCA_009841255.1
contig_3187,wish,GCA_028821605.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp028821605,Log-likelihood,-1.378,p-value,0.0573329924317106,4,GB_GCA_028821605.1
contig_3187,wish,GCA_026702755.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp026702755,Log-likelihood,-1.378,p-value,0.059032669680256,5,GB_GCA_026702755.1
contig_3189,crispr,GCA_016703425.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__JADJCA01;s__JADJCA01 sp016703425,N_mismatches,0.000,Spacer_length,34.0,1,GB_GCA_016703425.1
contig_3189,crispr,GCF_041028215.1,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces flavofungini_B,N_mismatches,0.000,Spacer_length,26.0,1,RS_GCF_041028215.1
contig_3189,crispr,GCA_016705245.1,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__JADIYM01;g__JADIYM01;s__JADIYM01 sp016705245,N_mismatches,1.000,Spacer_length,37.0,2,GB_GCA_016705245.1
contig_3189,crispr,GCF_030406325.1,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Actinoallomurus;s__Actinoallomurus sp030406325,N_mismatches,1.000,Spacer_length,31.0,2,RS_GCF_030406325.1
contig_3189,crispr,GCA_016711435.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__M3007;s__M3007 sp016711435,N_mismatches,1.000,Spacer_length,30.0,2,GB_GCA_016711435.1
contig_3189,crispr,GCA_016715865.1,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__RBC074;f__RBC074;g__JADJXM01;s__JADJXM01 sp016715865,N_mismatches,1.000,Spacer_length,26.0,2,GB_GCA_016715865.1
contig_3189,iPHoP-RF,GB_GCA_016721905.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Opimibacter;s__Opimibacter skivensis,Confidence_score,0.596,FDR,0.561,1,GB_GCA_016721905.1
contig_3189,iPHoP-RF,GB_GCA_016721315.1,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Villigracilaceae;g__Villigracilis;s__Villigracilis vicinus,Confidence_score,0.592,FDR,0.566,2,GB_GCA_016721315.1
contig_3189,iPHoP-RF,GB_GCA_016711435.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__M3007;s__M3007 sp016711435,Confidence_score,0.588,FDR,0.571,3,GB_GCA_016711435.1
contig_3189,iPHoP-RF,GB_GCA_016207465.1,d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__JACQPP01;f__JACQPP01;g__JACQPP01;s__JACQPP01 sp016207465,Confidence_score,0.510,FDR,0.659,4,GB_GCA_016207465.1
contig_3189,iPHoP-RF,GB_GCA_016709305.1,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Villigracilaceae;g__Villigracilis;s__Villigracilis saccharophilus,Confidence_score,0.484,FDR,0.687,5,GB_GCA_016709305.1
contig_3189,rafah,Escherichia,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia,Confidence_score,0.091,FDR,0.919,1,NA
contig_3189,rafah,Enterobacter,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter,Confidence_score,0.082,FDR,0.929,2,NA
contig_3189,rafah,Salmonella,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella,Confidence_score,0.073,FDR,0.938,3,NA
contig_3189,rafah,Pseudomonas,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas,Confidence_score,0.059,FDR,0.952,4,NA
contig_3189,rafah,Pseudomonas,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,Confidence_score,0.059,FDR,0.952,4,NA
contig_3189,vhm,GCF_030409715.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Natronospirillaceae;g__Reinekea;s__Reinekea marina,S2star_similarity,0.666,NA,NA,1,RS_GCF_030409715.1
contig_3189,vhm,GCA_016429255.1,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium sp016429255,S2star_similarity,0.626,NA,NA,2,GB_GCA_016429255.1
contig_3189,vhm,GCF_016429005.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter sp016429005,S2star_similarity,0.620,NA,NA,3,RS_GCF_016429005.1
contig_3189,vhm,GCF_016429155.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter sp016429155,S2star_similarity,0.597,NA,NA,4,RS_GCF_016429155.1
contig_3189,vhm,GCA_016429065.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter sp016429065,S2star_similarity,0.578,NA,NA,5,GB_GCA_016429065.1
contig_3189,wish,GCA_963667855.1,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1845;f__UBA1845;g__G963667855;s__G963667855 sp963667855,Log-likelihood,-1.264,p-value,5.7126698160068244e-24,1,GB_GCA_963667855.1
contig_3189,wish,GCA_963663285.1,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Limiplasma;s__Limiplasma sp963663285,Log-likelihood,-1.267,p-value,8.153004157093395e-22,2,GB_GCA_963663285.1
contig_3189,wish,GCA_016709305.1,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Villigracilaceae;g__Villigracilis;s__Villigracilis saccharophilus,Log-likelihood,-1.269,p-value,7.271526423927596e-18,3,GB_GCA_016709305.1
contig_3189,wish,GCA_016708315.1,d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__CAIYYT01;f__CAIYYT01;g__JADJGC01;s__JADJGC01 sp016708315,Log-likelihood,-1.271,p-value,9.070309056396256e-11,4,GB_GCA_016708315.1
contig_3189,wish,GCA_963662605.1,d__Bacteria;p__Bacteroidota_A;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__G963662605;s__G963662605 sp963662605,Log-likelihood,-1.272,p-value,2.437312332451977e-06,5,GB_GCA_963662605.1
contig_31955,crispr,GCA_026002915.1,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__BPGG01;g__BPGG01;s__BPGG01 sp026002915,N_mismatches,4.000,Spacer_length,33.0,1,GB_GCA_026002915.1
contig_31955,iPHoP-RF,3300042991_109,d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__WJKR01;g__;s__,Confidence_score,0.520,FDR,0.648,1,3300042991_109
contig_31955,iPHoP-RF,3300032883_9,d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__OWC5;s__,Confidence_score,0.436,FDR,0.735,2,3300032883_9
contig_31955,iPHoP-RF,3300027896_77,d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__DHVEG-1;g__CAIRCU01;s__,Confidence_score,0.432,FDR,0.738,3,3300027896_77
contig_31955,iPHoP-RF,GB_GCA_002685855.1,d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__GCA-2685855;g__GCA-2685855;s__GCA-2685855 sp002685855,Confidence_score,0.426,FDR,0.743,4,GB_GCA_002685855.1
contig_31955,iPHoP-RF,GB_GCA_007128245.1,d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__SKIA01;g__SKIA01;s__SKIA01 sp007128245,Confidence_score,0.420,FDR,0.749,5,GB_GCA_007128245.1
contig_31955,php,3300052894_1,d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__Dictyobacter;s__,Score,1421.776,NA,NA,1,3300052894_1
contig_31955,php,3300011436_2,d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__DASYAN01;s__,Score,1419.297,NA,NA,2,3300011436_2
contig_31955,php,3300035724_5,d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__Dictyobacter;s__,Score,1418.598,NA,NA,3,3300035724_5
contig_31955,php,3300031726_9,d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__Dictyobacter;s__,Score,1418.573,NA,NA,4,3300031726_9
contig_31955,php,3300056903_138,d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__DASYAN01;s__,Score,1418.070,NA,NA,5,3300056903_138
contig_31955,rafah,Pseudomonas,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas,Confidence_score,0.255,FDR,0.668,1,NA
contig_31955,rafah,Pseudomonas,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,Confidence_score,0.255,FDR,0.668,1,NA
contig_31955,rafah,Haemophilus,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus,Confidence_score,0.144,FDR,0.86,2,NA
contig_31955,rafah,Haemophilus,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D,Confidence_score,0.144,FDR,0.86,2,NA
